"Line Number/
мНЛЕП КХМХХ";"Maximum Design Press Mpa g/
лЮЙЯ.ПЮЯВЕРМНЕ ДЮБКЕМХЕ,лоЮ ХГА  ";"Operating Press
Mpa g/
пЮАНВЕЕ ДЮБКЕМХЕ, лоЮ ХГА";"Fluid Medium Group and Pipeline Category per GOST 32569-2013 Tab 5.1
цПСООЮ ЯПЕДШ Х ЙЮРЕЦНПХЪ РПСАНОПНБНДЮ ЯНЦКЮЯМН РЮАКХЖЕ 5.1 цняр 32569-2013 ";"Radiograhic Test/ Ultrasonic Test %/
пЮДХНЦПЮТХВЕЯЙХИ ЙНМРПНКЭ/сКЭРПЮГБСЙНБНИ ЙНМРПНКЭ, %";Liquid penetrant / лagnetic particle test  % / йЮОХККЪПМШИ / ЛЮЦМХРНОНПНЬЙНБШИ ЙНМРПНКЭ %;"Positive Material Identification/
йНМРПНКЭ УХЛХВЕЯЙНЦН ЯНЯРЮБЮ ЛЮРЕПХЮКЮ";"Hardness Test/
хЯОШРЮМХЕ МЮ РБЕПДНЯРЭ"
1-60-951038;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951039;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951040;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951041;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951042;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951043;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951044;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951045;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951046;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951047;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951048;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951049;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951050;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951051;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951052;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951053;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951054;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951055;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951056;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951057;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951058;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951059;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951060;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951061;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951062;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951063;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951064;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951065;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951066;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951067;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951068;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951069;1;0.6 / 0.8;B-III / C-III;0.1;0;NO/мер;"N/A
м/о"
1-60-951070;1;0.6 / 0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951071;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
1-60-951072;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951073;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951074;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951075;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951076;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951077;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951078;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951079;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951081;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951082;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951083;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951084;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951085;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951086;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951087;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951088;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951089;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951090;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951091;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
1-60-951092;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
1-60-961000;1.6;0.6;"N/A
м/о";1;0;NO/мер;"N/A
м/о"
1-60-961002;1.6;0.6;"N/A
м/о";1;0;NO/мер;"N/A
м/о"
1-60-961007;1.6;0.6;"N/A
м/о";1;0;NO/мер;"N/A
м/о"
1-60-961009;1.6;0.15 / 0.35 / 0.45;"N/A
м/о";1;0;YES/дю;"N/A
м/о"
1-60-961010;1.6;0.15 / 0.35 / 0.45;"N/A
м/о";1;0;YES/дю;"N/A
м/о"
1-60-961011;1.6;0.15 / 0.35 / 0.45;"N/A
м/о";1;0;YES/дю;"N/A
м/о"
1-60-961012;1.6;0.15 / 0.35 / 0.45;"N/A
м/о";1;0;YES/дю;"N/A
м/о"
1-60-961013;1.6;0.6;"N/A
м/о";1;0;NO/мер;"N/A
м/о"
1-60-961014;1.6;0.6;"N/A
м/о";1;0;NO/мер;"N/A
м/о"
1-60-961015;1.6;0.6;"N/A
м/о";1;0;NO/мер;"N/A
м/о"
1-60-961016;1.6;0.6;"N/A
м/о";1;0;NO/мер;"N/A
м/о"
1-60-961017;1.6;0.6;"N/A
м/о";1;0;NO/мер;"N/A
м/о"
1-60-961018;1.6;0.6;"N/A
м/о";1;0;NO/мер;"N/A
м/о"
1-60-961019;1.6;0.6;"N/A
м/о";1;0;NO/мер;"N/A
м/о"
1-60-961020;1.6;0.6;"N/A
м/о";1;0;NO/мер;"N/A
м/о"
1-60-961021;1.6;0.6;"N/A
м/о";1;0;NO/мер;"N/A
м/о"
1-60-961022;1.6;0.6;"N/A
м/о";1;0;NO/мер;"N/A
м/о"
1-60-961023;1.6;0.6;"N/A
м/о";1;0;NO/мер;"N/A
м/о"
1-60-961024;1.6;0.6;"N/A
м/о";1;0;NO/мер;"N/A
м/о"
1-60-961025;1.6;0.6;"N/A
м/о";1;0;NO/мер;"N/A
м/о"
1-60-961026;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
"Line Number/
мНЛЕП КХМХХ";"Maximum Design Press Mpa g/
лЮЙЯ.ПЮЯВЕРМНЕ ДЮБКЕМХЕ,лоЮ ХГА  ";"Operating Press
Mpa g/
пЮАНВЕЕ ДЮБКЕМХЕ, лоЮ ХГА";"Fluid Medium Group and Pipeline Category per GOST 32569-2013 Tab 5.1
цПСООЮ ЯПЕДШ Х ЙЮРЕЦНПХЪ РПСАНОПНБНДЮ ЯНЦКЮЯМН РЮАКХЖЕ 5.1 цняр 32569-2013 ";"Radiograhic Test/ Ultrasonic Test %/
пЮДХНЦПЮТХВЕЯЙХИ ЙНМРПНКЭ/сКЭРПЮГБСЙНБНИ ЙНМРПНКЭ, %";Liquid penetrant / лagnetic particle test  % / йЮОХККЪПМШИ / ЛЮЦМХРНОНПНЬЙНБШИ ЙНМРПНКЭ %;"Positive Material Identification/
йНМРПНКЭ УХЛХВЕЯЙНЦН ЯНЯРЮБЮ ЛЮРЕПХЮКЮ";"Hardness Test/
хЯОШРЮМХЕ МЮ РБЕПДНЯРЭ"
3-20-851002;0.7;0.2;а(А)-I / B(b)-I;0.2;1;NO/мер;"N/A
м/о"
3-20-851003;0.7;0.2;а(А)-I / B(b)-I;0.2;1;NO/мер;"N/A
м/о"
3-20-851004;0.7;0.2;а(А)-I / B(b)-I;0.2;1;YES/дю;"N/A
м/о"
3-20-851005;0.7;0.2;а(А)-I / B(b)-I;0.2;1;YES/дю;"N/A
м/о"
3-20-851006;0.7;0.2;а(А)-I / B(b)-I;0.2;1;YES/дю;"N/A
м/о"
3-20-851007;0.7;0.2;а(А)-I / B(b)-I;0.2;1;YES/дю;"N/A
м/о"
3-20-891002;1.6;0.6 / 0.7;"N/A
м/о";0.1;0;NO/мер;"N/A
м/о"
3-20-891003;1.6;0.3 / 0.4 / 0.7;"N/A
м/о";0.1;0;NO/мер;"N/A
м/о"
3-20-891006;1.6;0.6 / 0.7;"N/A
м/о";0.1;0;NO/мер;"N/A
м/о"
3-20-951001;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
3-20-951002;1;0.6-0.8;B-III / C-III;0.1;0;YES/дю;"N/A
м/о"
3-30-191000;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-191001;1.6;0.04-0.2;A(А)-I / A(b)-I;0.2;1;NO/мер;"N/A
м/о"
3-30-191002;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191003;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191004;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191005;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191006;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191007;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191008;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191009;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191010;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191011;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191012;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191013;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191014;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191015;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191016;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191017;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191018;1.6;0.5;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191019;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191020;1.6;0.5;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191021;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191022;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191023;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191024;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-191025;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191026;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191027;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191028;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191029;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191030;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191031;1.6;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191032;1.6;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191033;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191034;1;0.01;а(Ю)-I / B(a)-I;0.2;1;YES/дю;"N/A
м/о"
3-30-191035;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191037;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191040;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191042;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191043;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191044;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191045;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191046;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191047;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191048;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191049;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191050;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191051;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191052;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191054;2;1.5;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191055;2;1.5;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191056;2;1.5;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191058;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191059;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191060;1;0.5;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191061;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-191062;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191063;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191064;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191065;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191066;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191067;2;1.5;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191068;2;1.5;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191069;2;1.5;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191070;2;1.5;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191071;1.6;0.04-0.2;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191072;1;0.01;A(А)-I / A(b)-I;0.2;1;NO/мер;"N/A
м/о"
3-30-191073;1;0.01;A(А)-I / A(b)-I;0.2;1;NO/мер;"N/A
м/о"
3-30-191074;1;0.01;A(А)-I / A(b)-I;0.2;1;NO/мер;"N/A
м/о"
3-30-191075;3.6;0.01;A(А)-I / A(b)-I;0.2;1;NO/мер;"N/A
м/о"
3-30-191076;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191077;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191078;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191079;9.8;6.6;A(А)-I / A(b)-I;0.2;1;NO/мер;"N/A
м/о"
3-30-191080;9.8;6.6;A(А)-I / A(b)-I;0.2;1;NO/мер;"N/A
м/о"
3-30-191081;9.8;6.6;A(А)-I / A(b)-I;0.2;1;NO/мер;"N/A
м/о"
3-30-191083;1.6;0.04-0.2;A(А)-I / A(b)-I;0.2;1;NO/мер;"N/A
м/о"
3-30-191084;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191086;1.6;0.01;A(А)-I / A(b)-I;0.2;1;NO/мер;"N/A
м/о"
3-30-191087;1;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-191088;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-191089;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-191091;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-191202;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311000;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311001;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311002;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311003;9.8;7.2;а(Ю)-I / B(a)-I;0.2;1;NO/мер;YES/дю
3-30-311004;9.8;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311005;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311006;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311007;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311008;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311009;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311010;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311011;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311012;8.34;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
3-30-311013;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311014;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311015;8.34;7.18;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311016;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311017;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311018;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311019;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311020;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311021;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311022;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311023;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311024;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311025;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311026;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311027;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311028;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311029;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311030;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311031;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311032;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311033;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311034;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311035;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311036;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311037;8.34;7.18;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311038;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311039;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311040;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311041;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311042;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311043;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311044;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311045;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311046;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311047;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311048;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311049;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311050;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311051;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311052;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311053;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311054;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311055;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311058;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311059;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311060;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311061;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311062;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311066;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311067;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311068;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311069;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311070;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311072;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311073;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311074;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311075;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311076;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311077;8.34;7.2;а(Ю)-I / B(a)-I;0.2;1;NO/мер;"N/A
м/о"
3-30-311078;8.34;7.2;а(Ю)-I / B(a)-I;0.2;1;NO/мер;"N/A
м/о"
3-30-311080;8.34;7.1;а(Ю)-I / B(a)-I;0.2;1;NO/мер;"N/A
м/о"
3-30-311081;8.34;7.1;а(Ю)-I / B(a)-I;0.2;1;NO/мер;"N/A
м/о"
3-30-311082;8.34;7.1;а(Ю)-I / B(a)-I;0.2;1;NO/мер;"N/A
м/о"
3-30-311083;8.34;7.1;а(Ю)-I / B(a)-I;0.2;1;NO/мер;"N/A
м/о"
3-30-311084;8.34;7.09;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311085;8.34;7.09;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311086;8.34;7;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311087;8.34;7;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
3-30-311088;8.34;7.09;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311089;8.34;7;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311090;8.34;7;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311091;8.34;7;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311092;8.34;7.09;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311093;8.34;7.09;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311094;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311095;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311096;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311097;8.34;7;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311098;8.34;7;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311099;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311100;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311101;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
3-30-311103;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
3-30-311105;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
